filiere,etablissement,specialite,code,type_bac,formule_score,score_dernier,_page
83.01,3,FG+PH,ﺏﺍﺩﺁ,75209,ﻲﻄﺧ ﺭﺎﻬﺷﺍ-,ﻑﺮﺤﻟﺍﻭ ﻥﻮﻨﻔﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﻥﺍﻭﺮﻴﻘﻟﺍ ﺔﻌﻣﺎﺟ)ﺪﻳﺯﻮﺑ ﻱﺪﻴﺴﺑ,50
-,1,FG+PH,ﺕﺎﻴﺿﺎﻳﺭ,,,,50
87.38,4,FG+PH,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,50
89.36,40,FG+PH,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,50
83.68,21,FG+PH,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,50
79.58,35,FG+PH,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,50
-,1,FG+PH,ﺔﺿﺎﻳﺭ,,,,50
100.55,5,FG+PH,ﺏﺍﺩﺁ,86209,ﻲﻄﺧ ﺭﺎﻬﺷﺍ-,ﻑﺮﺤﻟﺍ ﻭ ﻥﻮﻨﻔﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻭﺪﻨﺟ ﺔﻌﻣﺎﺟ)ﺔﻧﺎﻴﻠﺴﺑ,50
-,1,FG+PH,ﺕﺎﻴﺿﺎﻳﺭ,,,,50
115.49,5,FG+PH,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,50
78.72,43,FG+PH,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,50
85.43,21,FG+PH,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,50
-,20,FG+PH,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,50
-,1,FG+PH,ﺔﺿﺎﻳﺭ,,,,50
-,2,FG+Inf,ﺕﺎﻴﺿﺎﻳﺭ,30246,ﺕﻮﺼﻟﺍ ﺕﺎﻴﻨﻘﺗﻭ ﺔﺳﺪﻨﻫ-,ﻰﻘﻴﺳﻮﻤﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺳﻮﺳ ﺔﻌﻣﺎﺟ)ﺔﺳﻮﺴﺑ,50
91.53,16,FG+Inf,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,50
94.1,15,FG+Inf,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,50
84.49,12,FG+STI,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,50
114.45,2,FG+Inf,ﺕﺎﻴﺿﺎﻳﺭ,40247,ﺔﺜﻳﺪﺤﻟﺍ ﺕﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍﻭ ﺕﻮﺼﻟﺍ ﺔﺳﺪﻨﻫ-,ﻰﻘﻴﺳﻮﻤﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﻗﺎﻔﺻ ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ,50
87.06,11,FG+Inf,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,50
89.65,13,FG+Inf,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,50
90.68,11,FG+STI,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,50
121.7,11,FG+PH,ﺏﺍﺩﺁ,10265,ﺕﻮﺼﻟﺍ- ﺓﺀﺎﺿﻹﺍﻭ ﺓﺭﻮﺼﻟﺍ- ﺝﺍﺮﺧﻹﺍ- ﺐﻴﻛﺮﺘﻟﺍ-,ﺎﻳﺪﻴﻤﺘﻠﻤﻟﺍ ﻥﻮﻨﻔﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻮﻨﻣ ﺔﻌﻣﺎﺟ)ﺔﺑﻮﻨﻤﺑ,50
110.87,11,FG+PH,ﺕﺎﻴﺿﺎﻳﺭ,,,,50
107.84,10,FG+PH,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,50
105.84,24,FG+PH,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,50
107.37,20,FG+PH,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,10265,ﺕﻮﺼﻟﺍ- ﺓﺀﺎﺿﻹﺍﻭ ﺓﺭﻮﺼﻟﺍ- ﺝﺍﺮﺧﻹﺍ- ﺐﻴﻛﺮﺘﻟﺍ-,ﺎﻳﺪﻴﻤﺘﻠﻤﻟﺍ ﻥﻮﻨﻔﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻮﻨﻣ ﺔﻌﻣﺎﺟ)ﺔﺑﻮﻨﻤﺑ,51
99.89,27,FG+PH,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,51
111.71,4,FG+PH,ﺏﺍﺩﺁ,40265,ﺝﺎﺘﻧﻹﺍﻭ ﺝﺍﺮﺧﻹﺍ ﻰﻠﻋ ﺓﺪﻋﺎﺴﻤﻟﺍ-,ﻑﺮﺤﻟﺍ ﻭ ﻥﻮﻨﻔﻠﻟ ﻰﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﻗﺎﻔﺻ ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ,51
109.56,2,FG+PH,ﺕﺎﻴﺿﺎﻳﺭ,,,,51
105.85,3,FG+PH,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,51
101.62,6,FG+PH,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,51
96.21,6,FG+PH,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,51
90.05,8,FG+PH,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,51
128.53,5,FG+Inf,ﺏﺍﺩﺁ,10622,ﻂﺋﺎﺳﻮﻟﺍ ﻱﺩﺪﻌﺗ ﻞﺻﺍﻮﺗ-,ﺎﻳﺪﻴﻤﺘﻠﻤﻟﺍ ﻥﻮﻨﻔﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻮﻨﻣ ﺔﻌﻣﺎﺟ)ﺔﺑﻮﻨﻤﺑ,51
123.63,10,FG+Inf,ﺕﺎﻴﺿﺎﻳﺭ,,,,51
124.01,23,FG+Inf,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,51
120.33,31,FG+Inf,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,51
125.83,15,FG+Inf,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,51
123.38,77,FG+STI,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,51
120.39,2,FG+Inf,ﺏﺍﺩﺁ,40622,ﻂﺋﺎﺳﻮﻟﺍ ﻱﺩﺪﻌﺗ ﻞﺻﺍﻮﺗ-,ﻑﺮﺤﻟﺍ ﻭ ﻥﻮﻨﻔﻠﻟ ﻰﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﻗﺎﻔﺻ ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ,51
102.06,2,FG+Inf,ﺕﺎﻴﺿﺎﻳﺭ,,,,51
109.73,5,FG+Inf,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,51
82.46,8,FG+Inf,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,51
95.59,4,FG+Inf,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,51
103.26,17,FG+STI,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,51
116.46,4,FG+Inf,ﺏﺍﺩﺁ,50622,ﻂﺋﺎﺳﻮﻟﺍ ﻱﺩﺪﻌﺗ ﻞﺻﺍﻮﺗ-,ﺎﻳﺪﻴﻤﻴﺘﻠﻤﻟﺍ ﻭ ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﺲﺑﺎﻘﺑ,51
94.92,2,FG+Inf,ﺕﺎﻴﺿﺎﻳﺭ,,,,51
87.18,13,FG+Inf,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,51
84.57,17,FG+Inf,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,51
74.89,8,FG+Inf,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,51
83.66,43,FG+STI,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,51
128.95,292,FG+(AR+FR)/2,ﺏﺍﺩﺁ,10301,ﻡﺎﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﺹﺎﺨﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ-,ﺔﻴﺳﺎﻴﺴﻟﺍ ﻡﻮﻠﻌﻟﺍﻭ ﻕﻮﻘﺤﻟﺍ ﺔﻴﻠﻛ (ﺭﺎﻨﻤﻟﺍ ﺲﻧﻮﺗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ,52
133.89,15,FG+(AR+FR)/2,ﺕﺎﻴﺿﺎﻳﺭ,,,,52
147.63,27,FG+(AR+FR)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,52
116.99,131,FG+(AR+FR)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,52
153.07,2,FG+(AR+FR)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,52
119.09,2,FG+(AR+FR)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,52
124.55,1,FG+(AR+FR)/2,ﺔﺿﺎﻳﺭ,,,,52
147.45,90,FG+(AR+FR)/2,ﺏﺍﺩﺁ,11301,ﻡﺎﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﺹﺎﺨﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ-,ﺔﻴﺳﺎﻴﺴﻟﺍﻭ ﺔﻴﻧﻮﻧﺎﻘﻟﺍ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ ﺔﻴﻋﺎﻤﺘﺟﻹﺍﻭ,52
160.17,40,FG+(AR+FR)/2,ﺕﺎﻴﺿﺎﻳﺭ,,,,52
160.25,40,FG+(AR+FR)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,52
129.5,40,FG+(AR+FR)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,52
158.78,1,FG+(AR+FR)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,52
127.12,1,FG+(AR+FR)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,52
164.37,1,FG+(AR+FR)/2,ﺔﺿﺎﻳﺭ,,,,52
116.21,270,FG+(AR+FR)/2,ﺏﺍﺩﺁ,30301,ﻡﺎﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﺹﺎﺨﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ-,ﺔﻴﺳﺎﻴﺴﻟﺍ ﻡﻮﻠﻌﻟﺍﻭ ﻕﻮﻘﺤﻟﺍ ﺔﻴﻠﻛ (ﺔﺳﻮﺳ ﺔﻌﻣﺎﺟ)ﺔﺳﻮﺴﺑ,52
123.51,14,FG+(AR+FR)/2,ﺕﺎﻴﺿﺎﻳﺭ,,,,52
139.09,23,FG+(AR+FR)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,52
102.52,97,FG+(AR+FR)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,52
169.07,2,FG+(AR+FR)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,52
97.92,2,FG+(AR+FR)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,52
120.14,1,FG+(AR+FR)/2,ﺔﺿﺎﻳﺭ,,,,52
107.24,300,FG+(AR+FR)/2,ﺏﺍﺩﺁ,40301,ﻡﺎﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﺹﺎﺨﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﺔﻳﺭﺍﺩﻹﺍ ﺕﺎﻋﺯﺎﻨﻤﻟﺍ ﻥﻮﻧﺎﻗﻭ ﺓﺭﺍﺩﻹﺍ- ﻲﻟﺎﻤﻟﺍﻭ ﻲﺋﺎﺒﺠﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﻝﺎﻤﻋﻷﺍ ﻥﻮﻧﺎﻗ- ﻱﺭﺎﻘﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﻲﻟﺪﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ-,ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ ﻕﻮﻘﺤﻟﺍ ﺔﻴﻠﻛ (ﺲﻗﺎﻔﺻ,52
111.52,17,FG+(AR+FR)/2,ﺕﺎﻴﺿﺎﻳﺭ,,,,52
129.07,27,FG+(AR+FR)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,52
91,118,FG+(AR+FR)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,52
145.81,2,FG+(AR+FR)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,52
106.65,2,FG+(AR+FR)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,52
85.74,1,FG+(AR+FR)/2,ﺔﺿﺎﻳﺭ,40301,ﻡﺎﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﺹﺎﺨﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﺔﻳﺭﺍﺩﻹﺍ ﺕﺎﻋﺯﺎﻨﻤﻟﺍ ﻥﻮﻧﺎﻗﻭ ﺓﺭﺍﺩﻹﺍ- ﻲﻟﺎﻤﻟﺍﻭ ﻲﺋﺎﺒﺠﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﻝﺎﻤﻋﻷﺍ ﻥﻮﻧﺎﻗ- ﻱﺭﺎﻘﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﻲﻟﺪﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ-,ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ ﻕﻮﻘﺤﻟﺍ ﺔﻴﻠﻛ (ﺲﻗﺎﻔﺻ,53
104.71,162,FG+(AR+FR)/2,ﺏﺍﺩﺁ,50301,ﻡﺎﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﺹﺎﺨﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﻱﺭﺎﻘﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ-,ﺔﻴﻧﻮﻧﺎﻘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﺲﺑﺎﻘﺑ,53
90.66,7,FG+(AR+FR)/2,ﺕﺎﻴﺿﺎﻳﺭ,,,,53
120.39,12,FG+(AR+FR)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,53
76.31,54,FG+(AR+FR)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,53
138.46,1,FG+(AR+FR)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,53
99.92,1,FG+(AR+FR)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,53
97.15,1,FG+(AR+FR)/2,ﺔﺿﺎﻳﺭ,,,,53
100.23,194,FG+(AR+FR)/2,ﺏﺍﺩﺁ,70301,ﻡﺎﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﺹﺎﺨﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ-,ﺔﻴﻧﻮﻧﺎﻘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﻥﺍﻭﺮﻴﻘﻟﺎﺑ ﺔﻴﺳﺎﻴﺴﻟﺍﻭ (ﻥﺍﻭﺮﻴﻘﻟﺍ,53
101.46,9,FG+(AR+FR)/2,ﺕﺎﻴﺿﺎﻳﺭ,,,,53
118.11,20,FG+(AR+FR)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,53
72.04,100,FG+(AR+FR)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,53
131.55,1,FG+(AR+FR)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,53
97.54,1,FG+(AR+FR)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,53
147.03,1,FG+(AR+FR)/2,ﺔﺿﺎﻳﺭ,,,,53
100.48,162,FG+(AR+FR)/2,ﺏﺍﺩﺁ,80301,ﻡﺎﻌﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ- ﺹﺎﺨﻟﺍ ﻥﻮﻧﺎﻘﻟﺍ-,ﺔﻳﺩﺎﺼﺘﻗﻹﺍﻭ ﺔﻴﻧﻮﻧﺎﻘﻟﺍ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺔﺑﻭﺪﻨﺟ ﺔﻌﻣﺎﺟ)ﺔﺑﻭﺪﻨﺠﺑ ﻑﺮﺼﺘﻟﺍﻭ,53
92.05,11,FG+(AR+FR)/2,ﺕﺎﻴﺿﺎﻳﺭ,,,,53
115.96,22,FG+(AR+FR)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,53
69.86,60,FG+(AR+FR)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,53
113.59,1,FG+(AR+FR)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,53
110.75,2,FG+(AR+FR)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,53
-,1,FG+(AR+FR)/2,ﺔﺿﺎﻳﺭ,,,,53
112.66,27,FG+(AR+FR)/2,ﺏﺍﺩﺁ,10346,ﻲﻋﺎﻤﺘﺟﻹﺍ ﻥﻮﻧﺎﻘﻟﺍ-,ﺕﺎﺳﺍﺭﺪﻟﺍﻭ ﻞﻐﺸﻠﻟ ﻲﻨﻃﻮﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ ﺔﻴﻋﺎﻤﺘﺟﻹﺍ,53
99.07,21,FG+(AR+FR)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,53
147.83,7,FG+M,ﺕﺎﻴﺿﺎﻳﺭ,10312,ﻝﺎﻤﻋﻷﺍ ﺕﺎﻳﺩﺎﺼﺘﻗﺇ- ﺔﻴﻟﺎﻤﻟﺍﻭ ﺔﻳﺩﺎﺼﺘﻗﻻﺍ ﺔﺳﺪﻨﻬﻟﺍ-,ﻑﺮﺼﺘﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﻧﻮﺗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ,54
143.7,2,FG+M,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,54
151.87,106,FG+(M+ECO)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,54
128.43,30,FG+M,ﺕﺎﻴﺿﺎﻳﺭ,11312,ﻝﺎﻤﻋﻷﺍ ﺕﺎﻳﺩﺎﺼﺘﻗﺇ- ﻦﻴﻣﺄﺗ-ﻚﻨﺑ-ﺔﻴﻟﺎﻣ-ﺪﻘﻧ- ﺔﻴﻟﺎﻤﻟﺍﻭ ﺔﻳﺩﺎﺼﺘﻗﻻﺍ ﺔﺳﺪﻨﻬﻟﺍ- ﺔﻳﺩﺎﺼﺘﻗﻹﺍ ﺔﺳﺎﻴﺴﻟﺍﻭ ﻞﻴﻠﺤﺘﻟﺍ-,ﺔﻳﺩﺎﺼﺘﻗﻹﺍ ﻡﻮﻠﻌﻠﻟ ﺎﻴﻠﻌﻟﺍ ﺔﺳﺭﺪﻤﻟﺍ (ﺲﻧﻮﺗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ ﺔﻳﺭﺎﺠﺘﻟﺍﻭ,54
96.87,30,FG+M,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,54
124.1,225,FG+(M+ECO)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,54
128.96,7,FG+M,ﺕﺎﻴﺿﺎﻳﺭ,12312,ﺔﻴﻟﻭﺪﻟﺍ ﺔﻴﻟﺎﻤﻟﺍﻭ ﺓﺭﺎﺠﺘﻟﺍ- ﺔﻴﺘﺴﺟﻮﻠﻟﺍﻭ ﻞﻘﻨﻟﺍ ﺕﺎﻳﺩﺎﺼﺘﻗﺇ- ﻦﻴﻣﺄﺗ-ﻚﻨﺑ-ﺔﻴﻟﺎﻣ-ﺪﻘﻧ- ﺔﻴﻟﺎﻤﻟﺍﻭ ﺔﻳﺩﺎﺼﺘﻗﻻﺍ ﺔﺳﺪﻨﻬﻟﺍ-,ﺔﻌﻣﺎﺟ)ﺔﺑﻮﻨﻤﺑ ﺓﺭﺎﺠﺘﻠﻟ ﺎﻴﻠﻌﻟﺍ ﺔﺳﺭﺪﻤﻟﺍ (ﺔﺑﻮﻨﻣ,54
132.15,2,FG+M,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,54
127.24,113,FG+(M+ECO)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,54
141.63,60,FG+M,ﺕﺎﻴﺿﺎﻳﺭ,13312,ﺔﻴﻟﻭﺪﻟﺍ ﺔﻴﻟﺎﻤﻟﺍﻭ ﺓﺭﺎﺠﺘﻟﺍ- ﻦﻴﻣﺄﺗ-ﻚﻨﺑ-ﺔﻴﻟﺎﻣ-ﺪﻘﻧ- ﺔﻴﻟﺎﻤﻟﺍﻭ ﺔﻳﺩﺎﺼﺘﻗﻻﺍ ﺔﺳﺪﻨﻬﻟﺍ- ﺔﻳﺩﺎﺼﺘﻗﻹﺍ ﺔﺳﺎﻴﺴﻟﺍﻭ ﻞﻴﻠﺤﺘﻟﺍ-,ﻑﺮﺼﺘﻟﺍﻭ ﺔﻳﺩﺎﺼﺘﻗﻹﺍ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺭﺎﻨﻤﻟﺍ ﺲﻧﻮﺗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ,54
136.39,30,FG+M,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,54
120.85,200,FG+(M+ECO)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,54
128.24,1,FG+M,ﺕﺎﻴﺿﺎﻳﺭ,14312,ﺩﺎﺼﺘﻗﺍ:ﺔﻳﺩﺎﺼﺘﻗﻹﺍ ﺔﺳﺎﻴﺴﻟﺍﻭ ﻞﻴﻠﺤﺘﻟﺍ- ﻞﻐﺸﻟﺍ,ﺕﺎﺳﺍﺭﺪﻟﺍﻭ ﻞﻐﺸﻠﻟ ﻲﻨﻃﻮﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ ﺔﻴﻋﺎﻤﺘﺟﻹﺍ,54
136.34,1,FG+M,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,54
114.39,43,FG+(M+ECO)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,54
110.94,7,FG+M,ﺕﺎﻴﺿﺎﻳﺭ,20312,ﺔﻴﻟﺎﻤﻟﺍﻭ ﺔﻳﺩﺎﺼﺘﻗﻻﺍ ﺔﺳﺪﻨﻬﻟﺍ-,ﻑﺮﺼﺘﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺕﺭﺰﻨﺒﺑ,54
90.48,2,FG+M,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,54
110.82,90,FG+(M+ECO)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,54
115.2,7,FG+M,ﺕﺎﻴﺿﺎﻳﺭ,22312,ﺔﻴﻟﻭﺪﻟﺍ ﺔﻴﻟﺎﻤﻟﺍﻭ ﺓﺭﺎﺠﺘﻟﺍ- ﻦﻴﻣﺄﺗ-ﻚﻨﺑ-ﺔﻴﻟﺎﻣ-ﺪﻘﻧ- ﺔﻳﺩﺎﺼﺘﻗﻹﺍ ﺔﺳﺎﻴﺴﻟﺍﻭ ﻞﻴﻠﺤﺘﻟﺍ-,ﻑﺮﺼﺘﻟﺍﻭ ﺔﻳﺩﺎﺼﺘﻗﻹﺍ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﻞﺑﺎﻨﺑ,54
122.1,6,FG+M,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,54
101.29,240,FG+(M+ECO)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,54
109.77,7,FG+M,ﺕﺎﻴﺿﺎﻳﺭ,30312,ﻦﻴﻣﺄﺗ-ﻚﻨﺑ-ﺔﻴﻟﺎﻣ-ﺪﻘﻧ-,ﻑﺮﺼﺘﻠﻟ ﻰﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺳﻮﺳ ﺔﻌﻣﺎﺟ)ﺔﺳﻮﺴﺑ,54
90.09,1,FG+M,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,54
